sppid,species,scinam,dataname,Rank,Occurrences,nSites,UseAvailability.North,Analysis.North,UseAvailability.South,Analysis.South,Maps,Origin
AbiesBalsamea,Abies balsamea,Abies balsamea,Abies.balsamea,Species,368,136,TRUE,TRUE,FALSE,FALSE,TRUE,Native
AbiesBifolia,Abies bifolia,Abies bifolia,Abies.bifolia,Species,56,18,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Acer,Acer,Acer,Acer,Genus,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AcerNegundo,Acer negundo,Acer negundo,Acer.negundo,Species,25,13,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AchilleaAlpina,Achillea alpina,Achillea alpina,Achillea.alpina,Species,274,136,TRUE,TRUE,TRUE,FALSE,TRUE,Native
AchilleaMillefolium,Achillea millefolium,Achillea millefolium,Achillea.millefolium,Species,2827,932,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AchilleaPtarmica,Achillea ptarmica,Achillea ptarmica,Achillea.ptarmica,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
AchnatherumHymenoides,Achnatherum hymenoides,Achnatherum hymenoides,Achnatherum.hymenoides,Species,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AchnatherumNelsonii,Achnatherum nelsonii,Achnatherum nelsonii,Achnatherum.nelsonii,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AcorusAmericanus,Acorus americanus,Acorus americanus,Acorus.americanus,Species,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ActaeaRubra,Actaea rubra,Actaea rubra,Actaea.rubra,Species,1021,410,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AdoxaMoschatellina,Adoxa moschatellina,Adoxa moschatellina,Adoxa.moschatellina,Species,112,55,TRUE,TRUE,FALSE,FALSE,TRUE,Native
AegopodiumPodagraria,Aegopodium.podagraria,Aegopodium.podagraria,Aegopodium.podagraria,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
AgastacheFoeniculum,Agastache foeniculum,Agastache foeniculum,Agastache.foeniculum,Species,21,15,TRUE,FALSE,TRUE,FALSE,FALSE,Native
Agoseris,Agoseris,Agoseris,Agoseris,Genus,11,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AgoserisGlauca,Agoseris glauca,Agoseris glauca,Agoseris.glauca,Species,144,66,TRUE,FALSE,TRUE,TRUE,TRUE,Native
AgrimoniaStriata,Agrimonia striata,Agrimonia striata,Agrimonia.striata,Species,109,45,TRUE,FALSE,TRUE,TRUE,TRUE,Native
AgroelymusBowdenii,Agroelymus bowdenii,Agroelymus bowdenii,Agroelymus.bowdenii,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Agropyron,Agropyron,Agropyron,Agropyron,Genus,36,14,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
AgropyronCristatum,Agropyron fragile/cristatum,Agropyron fragile/cristatum,Agropyron.fragile.cristatum,Species,424,160,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
Agrostis,Agrostis,Agrostis,Agrostis,Genus,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AgrostisScabra,Agrostis scabra,Agrostis scabra,Agrostis.scabra,Species,709,290,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AgrostisStolonifera,Agrostis stolonifera,Agrostis stolonifera,Agrostis.stolonifera,Species,27,12,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
AlismaTriviale,Alisma triviale,Alisma triviale,Alisma.triviale,Species,28,14,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AlliumCernuum,Allium cernuum,Allium cernuum,Allium.cernuum,Species,31,17,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AlliumSchoenoprasum,Allium schoenoprasum,Allium schoenoprasum,Allium.schoenoprasum,Species,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AlliumTextile,Allium textile,Allium textile,Allium.textile,Species,55,24,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AlnusIncana,Alnus incana,Alnus incana,Alnus.incana,Species,729,272,TRUE,TRUE,TRUE,FALSE,TRUE,Native
AlnusViridis,Alnus viridis,Alnus viridis,Alnus.viridis,Species,1069,360,TRUE,TRUE,TRUE,FALSE,TRUE,Native
Alopecurus,Alopecurus,Alopecurus,Alopecurus,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AlopecurusAequalis,Alopecurus aequalis,Alopecurus aequalis,Alopecurus.aequalis,Species,122,59,TRUE,TRUE,TRUE,FALSE,TRUE,Native
AlopecurusArundinaceus,Alopecurus arundinaceus/pratensis,Alopecurus arundinaceus/pratensis,Alopecurus.arundinaceus.pratensis,Species,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,Exotic
AlopecurusCarolinianus,Alopecurus carolinianus,Alopecurus carolinianus,Alopecurus.carolinianus,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AlopecurusGeniculatus,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus.geniculatus,Species,11,6,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Alyssum,Alyssum,Alyssum,Alyssum,Genus,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AlyssumAlyssoides,Alyssum alyssoides,Alyssum alyssoides,Alyssum.alyssoides,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Amaranthus,Amaranthus,Amaranthus,Amaranthus,Genus,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AmaranthusAlbus,Amaranthus albus,Amaranthus albus,Amaranthus.albus,Species,20,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AmaranthusBlitoides,Amaranthus blitoides,Amaranthus blitoides,Amaranthus.blitoides,Species,22,8,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
AmaranthusRetroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus.retroflexus,Species,222,82,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
Ambrosia,Ambrosia,Ambrosia,Ambrosia,Genus,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
AmelanchierAlnifolia,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier.alnifolia,Species,1197,452,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AnaphalisMargaritacea,Anaphalis margaritacea,Anaphalis margaritacea,Anaphalis.margaritacea,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AndromedaPolifolia,Andromeda polifolia,Andromeda polifolia,Andromeda.polifolia,Species,253,85,TRUE,TRUE,FALSE,FALSE,TRUE,Native
AndrosaceChamaejasme,Androsace chamaejasme,Androsace chamaejasme,Androsace.chamaejasme,Species,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AndrosaceOccidentalis,Androsace occidentalis,Androsace occidentalis,Androsace.occidentalis,Species,54,24,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AndrosaceSeptentrionalis,Androsace septentrionalis,Androsace septentrionalis,Androsace.septentrionalis,Species,199,78,TRUE,FALSE,TRUE,TRUE,TRUE,Native
Anemone,Anemone,Anemone,Anemone,Genus,10,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AnemoneCanadensis,Anemone canadensis,Anemone canadensis,Anemone.canadensis,Species,245,104,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AnemoneCylindrica,Anemone cylindrica,Anemone cylindrica,Anemone.cylindrica,Species,58,29,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AnemoneMultifida,Anemone multifida,Anemone multifida,Anemone.multifida,Species,215,81,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AnemoneOccidentalis,Anemone occidentalis,Anemone occidentalis,Anemone.occidentalis,Species,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AnemoneParviflora,Anemone parviflora,Anemone parviflora,Anemone.parviflora,Species,13,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AnemonePatens,Anemone patens,Anemone patens,Anemone.patens,Species,353,115,TRUE,FALSE,TRUE,TRUE,TRUE,Native
AnemoneRichardsonii,Anemone richardsonii,Anemone richardsonii,Anemone.richardsonii,Species,10,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AnemoneVirginiana,Anemone virginiana,Anemone virginiana,Anemone.virginiana,Species,26,14,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AnethumGraveolens,Anethum graveolens,Anethum graveolens,Anethum.graveolens,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
AngelicaGenuflexa,Angelica genuflexa,Angelica genuflexa,Angelica.genuflexa,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Antennaria,Antennaria,Antennaria,Antennaria,Genus,32,17,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AntennariaAlpina,Antennaria alpina,Antennaria alpina,Antennaria.alpina,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaAnaphaloides,Antennaria anaphaloides,Antennaria anaphaloides,Antennaria.anaphaloides,Species,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaHowellii,Antennaria howellii,Antennaria howellii,Antennaria.howellii,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaLanata,Antennaria lanata,Antennaria lanata,Antennaria.lanata,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaMicrophylla,Antennaria microphylla/parvifolia,Antennaria microphylla/parvifolia,Antennaria.microphylla.parvifolia,Species,604,217,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AntennariaNeglecta,Antennaria neglecta,Antennaria neglecta,Antennaria.neglecta,Species,142,68,TRUE,TRUE,TRUE,TRUE,TRUE,Native
AntennariaPulcherrima,Antennaria pulcherrima,Antennaria pulcherrima,Antennaria.pulcherrima,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaRacemosa,Antennaria racemosa,Antennaria racemosa,Antennaria.racemosa,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AntennariaRosea,Antennaria rosea,Antennaria rosea,Antennaria.rosea,Species,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AnthoxanthumHirtum,Anthoxanthum hirtum,Anthoxanthum hirtum,Anthoxanthum.hirtum,Species,19,10,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AnthoxanthumMonticola,Anthoxanthum,Anthoxanthum,Anthoxanthum,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ApiumGraveolens,Apium graveolens,Apium graveolens,Apium.graveolens,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Apocynum,Apocynum,Apocynum,Apocynum,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ApocynumAndrosaemifolium,Apocynum androsaemifolium,Apocynum androsaemifolium,Apocynum.androsaemifolium,Species,164,68,TRUE,TRUE,TRUE,FALSE,TRUE,Native
ApocynumCannabinum,Apocynum cannabinum,Apocynum cannabinum,Apocynum.cannabinum,Species,8,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Aquilegia,Aquilegia,Aquilegia,Aquilegia,Genus,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AquilegiaBrevistyla,Aquilegia brevistyla,Aquilegia brevistyla,Aquilegia.brevistyla,Species,43,23,TRUE,TRUE,FALSE,FALSE,TRUE,Native
AquilegiaFlavescens,Aquilegia flavescens,Aquilegia flavescens,Aquilegia.flavescens,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AquilegiaFormosa,Aquilegia formosa,Aquilegia formosa,Aquilegia.formosa,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArabidopsisLyrata,Arabidopsis lyrata,Arabidopsis lyrata,Arabidopsis.lyrata,Species,13,9,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Arabis,Arabis,Arabis,Arabis,Genus,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArabisHolboellii,Boechera grahamii/collinsii/retrofracta/pedunculocarpa,Boechera grahamii/collinsii/retrofracta/pedunculocarpa,Boechera.grahamii.collinsii.retrofracta.pedunculocarpa,Species,76,37,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ArabisPycnocarpa,Arabis pycnocarpa,Arabis pycnocarpa,Arabis.pycnocarpa,Species,37,22,TRUE,FALSE,TRUE,FALSE,FALSE,Native
AraliaNudicaulis,Aralia nudicaulis,Aralia nudicaulis,Aralia.nudicaulis,Species,1230,405,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ArceuthobiumAmericanum,Arceuthobium americanum,Arceuthobium americanum,Arceuthobium.americanum,Species,8,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ArctagrostisLatifolia,Arctagrostis latifolia,Arctagrostis latifolia,Arctagrostis.latifolia,Species,14,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Arctium,Arctium,Arctium,Arctium,Genus,15,9,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Arctostaphylos,Arctostaphylos,Arctostaphylos,Arctostaphylos,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArctostaphylosUvaursi,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,Arctostaphylos.uva.ursi,Species,732,276,TRUE,TRUE,TRUE,FALSE,TRUE,Native
ArctousRubra,Arctous rubra,Arctous rubra,Arctous.rubra,Species,200,67,TRUE,TRUE,FALSE,FALSE,TRUE,Native
ArethusaBulbosa,Arethusa bulbosa,Arethusa bulbosa,Arethusa.bulbosa,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Arnica,Arnica,Arnica,Arnica,Genus,13,5,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ArnicaAngustifolia,Arnica angustifolia,Arnica angustifolia,Arnica.angustifolia,Species,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArnicaChamissonis,Arnica chamissonis,Arnica chamissonis,Arnica.chamissonis,Species,66,32,TRUE,TRUE,TRUE,FALSE,TRUE,Native
ArnicaCordifolia,Arnica cordifolia,Arnica cordifolia,Arnica.cordifolia,Species,267,95,TRUE,TRUE,TRUE,FALSE,TRUE,Native
ArnicaFulgens,Arnica fulgens,Arnica fulgens,Arnica.fulgens,Species,114,37,FALSE,FALSE,TRUE,TRUE,TRUE,Native
ArnicaLatifolia,Arnica latifolia,Arnica latifolia,Arnica.latifolia,Species,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArnicaLonchophylla,Arnica lonchophylla,Arnica lonchophylla,Arnica.lonchophylla,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArnicaMollis,Arnica mollis,Arnica mollis,Arnica.mollis,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArnicaSororia,Arnica sororia,Arnica sororia,Arnica.sororia,Species,38,16,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ArtemisiaAbsinthium,Artemisia absinthium,Artemisia absinthium,Artemisia.absinthium,Species,43,24,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
ArtemisiaBiennis,Artemisia biennis,Artemisia biennis,Artemisia.biennis,Species,80,40,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ArtemisiaCampestris,Artemisia campestris,Artemisia campestris,Artemisia.campestris,Species,107,47,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ArtemisiaCana,Artemisia cana,Artemisia cana,Artemisia.cana,Species,287,92,FALSE,FALSE,TRUE,TRUE,TRUE,Native
ArtemisiaDracunculus,Artemisia dracunculus,Artemisia dracunculus,Artemisia.dracunculus,Species,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArtemisiaFrigida,Artemisia frigida,Artemisia frigida,Artemisia.frigida,Species,891,261,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ArtemisiaLongifolia,Artemisia longifolia,Artemisia longifolia,Artemisia.longifolia,Species,17,7,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ArtemisiaLudoviciana,Artemisia ludoviciana,Artemisia ludoviciana,Artemisia.ludoviciana,Species,641,231,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ArtemisiaNorvegica,Artemisia norvegica,Artemisia norvegica,Artemisia.norvegica,Species,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ArtemisiaSchmidtiana,Artemisia schmidtiana,Artemisia schmidtiana,Artemisia.schmidtiana,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
AruncusDioicus,Tragopogon dubius,Tragopogon dubius,Tragopogon.dubius,Species,761,256,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
AsclepiasOvalifolia,Asclepias ovalifolia,Asclepias ovalifolia,Asclepias.ovalifolia,Species,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AsclepiasSpeciosa,Asclepias speciosa,Asclepias speciosa,Asclepias.speciosa,Species,6,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AsparagusOfficinalis,Asparagus officinalis,Asparagus officinalis,Asparagus.officinalis,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Aster,Aster,Aster,Aster,Genus,28,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA
AsterAlpinus,Aster alpinus,Aster alpinus,Aster.alpinus,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Astragalus,Astragalus,Astragalus,Astragalus,Genus,99,49,TRUE,FALSE,TRUE,TRUE,TRUE,NA
AstragalusAgrestis,Astragalus agrestis,Astragalus agrestis,Astragalus.agrestis,Species,159,64,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AstragalusAlpinus,Astragalus alpinus,Astragalus alpinus,Astragalus.alpinus,Species,18,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusAmericanus,Astragalus americanus/canadensis,Astragalus americanus/canadensis,Astragalus.americanus.canadensis,Species,261,123,TRUE,TRUE,TRUE,FALSE,TRUE,Native
AstragalusAustralis,Astragalus australis,Astragalus australis,Astragalus.australis,Species,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusBisulcatus,Astragalus bisulcatus,Astragalus bisulcatus,Astragalus.bisulcatus,Species,24,10,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusBodinii,Astragalus bodinii,Astragalus bodinii,Astragalus.bodinii,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusCicer,Astragalus cicer,Astragalus cicer,Astragalus.cicer,Species,27,12,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
AstragalusCrassicarpus,Astragalus crassicarpus,Astragalus crassicarpus,Astragalus.crassicarpus,Species,46,22,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusDrummondii,Astragalus drummondii,Astragalus drummondii,Astragalus.drummondii,Species,16,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusEucosmus,Astragalus eucosmus,Astragalus eucosmus,Astragalus.eucosmus,Species,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusFlexuosus,Astragalus flexuosus,Astragalus flexuosus,Astragalus.flexuosus,Species,109,44,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AstragalusGilviflorus,Astragalus gilviflorus,Astragalus gilviflorus,Astragalus.gilviflorus,Species,7,6,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusLaxmannii,Astragalus laxmannii,Astragalus laxmannii,Astragalus.laxmannii,Species,148,62,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AstragalusLotiflorus,Astragalus lotiflorus,Astragalus lotiflorus,Astragalus.lotiflorus,Species,15,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusMissouriensis,Astragalus missouriensis,Astragalus missouriensis,Astragalus.missouriensis,Species,11,6,FALSE,FALSE,TRUE,FALSE,FALSE,Native
AstragalusPectinatus,Astragalus pectinatus,Astragalus pectinatus,Astragalus.pectinatus,Species,183,78,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AstragalusPurshii,Astragalus purshii,Astragalus purshii,Astragalus.purshii,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusSpatulatus,Astragalus spatulatus,Astragalus spatulatus,Astragalus.spatulatus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusTenellus,Astragalus tenellus,Astragalus tenellus,Astragalus.tenellus,Species,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AstragalusVexilliflexus,Astragalus vexilliflexus,Astragalus vexilliflexus,Astragalus.vexilliflexus,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Athyrium,Athyrium,Athyrium,Athyrium,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AthyriumFilixfemina,Athyrium filix-femina,Athyrium filix-femina,Athyrium.filix.femina,Species,60,25,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Atriplex,Atriplex,Atriplex,Atriplex,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AtriplexArgentea,Atriplex argentea,Atriplex argentea,Atriplex.argentea,Species,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
AtriplexCanescens,Atriplex gardneri/canescens,Atriplex gardneri/canescens,Atriplex.gardneri.canescens,Species,89,38,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AvenaFatua,Avena fatua,Avena fatua,Avena.fatua,Species,311,101,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
AvenaSativa,Avena sativa,Avena sativa,Avena.sativa,Species,36,11,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
AvenulaHookeri,Avenula hookeri,Avenula hookeri,Avenula.hookeri,Species,183,61,FALSE,FALSE,TRUE,TRUE,TRUE,Native
AxyrisAmaranthoides,Axyris amaranthoides,Axyris amaranthoides,Axyris.amaranthoides,Species,84,39,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
BeckmanniaSyzigachne,Beckmannia syzigachne,Beckmannia syzigachne,Beckmannia.syzigachne,Species,218,116,TRUE,TRUE,TRUE,TRUE,TRUE,Native
Begonia,Begonia,Begonia,Begonia,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Betula,Betula,Betula,Betula,Genus,9,5,TRUE,FALSE,FALSE,FALSE,FALSE,NA
BetulaNeoalaskana,Betula neoalaskana/papyrifera,Betula neoalaskana/papyrifera,Betula.neoalaskana.papyrifera,Species,1654,589,TRUE,TRUE,TRUE,FALSE,TRUE,Native
BetulaOccidentalis,Betula occidentalis,Betula occidentalis,Betula.occidentalis,Species,71,36,TRUE,TRUE,FALSE,FALSE,TRUE,Native
BetulaPendula,Betula pendula,Betula pendula,Betula.pendula,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
BetulaSargentii,Betula x sargentii,Betula x sargentii,Betula.x.sargentii,Species,1166,388,TRUE,TRUE,TRUE,FALSE,TRUE,Native
Bidens,Bidens,Bidens,Bidens,Genus,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
BidensCernua,Bidens cernua,Bidens cernua,Bidens.cernua,Species,28,17,TRUE,FALSE,FALSE,FALSE,FALSE,Native
BistortaBistortoides,Bistorta bistortoides,Bistorta bistortoides,Bistorta.bistortoides,Species,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
BistortaVivipara,Bistorta vivipara,Bistorta vivipara,Bistorta.vivipara,Species,35,17,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Boechera,Boechera,Boechera,Boechera,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
BoecheraCollinsii,Boechera collinsii,Boechera collinsii,Boechera.collinsii,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
BoecheraStricta,Boechera stricta,Boechera stricta,Boechera.stricta,Species,9,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
BolboschoenusMaritimus,Bolboschoenus maritimus,Bolboschoenus maritimus,Bolboschoenus.maritimus,Species,26,12,FALSE,FALSE,TRUE,FALSE,FALSE,Native
BotrychiumDusenii,Botrychium,Botrychium,Botrychium,Species,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
BotrychiumVirginianum,Botrychium virginianum,Botrychium virginianum,Botrychium.virginianum,Species,54,35,TRUE,TRUE,FALSE,FALSE,TRUE,Native
BoutelouaGracilis,Bouteloua gracilis,Bouteloua gracilis,Bouteloua.gracilis,Species,482,148,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Brassica,Brassica,Brassica,Brassica,Genus,18,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA
BrassicaJuncea,Brassica juncea,Brassica juncea,Brassica.juncea,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
BrassicaNapus,Brassica napus,Brassica napus,Brassica.napus,Species,455,133,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
BrassicaRapa,Brassica rapa,Brassica rapa,Brassica.rapa,Species,92,30,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
Bromus,Bromus,Bromus,Bromus,Genus,50,18,TRUE,FALSE,TRUE,FALSE,FALSE,NA
BromusBiebersteinii,Bromus biebersteinii,Bromus biebersteinii,Bromus.biebersteinii,Species,43,14,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
BromusCarinatus,Bromus carinatus,Bromus carinatus,Bromus.carinatus,Species,16,8,TRUE,FALSE,TRUE,FALSE,FALSE,Native
BromusCiliatus,Bromus ciliatus,Bromus ciliatus,Bromus.ciliatus,Species,298,126,TRUE,TRUE,TRUE,TRUE,TRUE,Native
BromusCommutatus,Bromus commutatus,Bromus commutatus,Bromus.commutatus,Species,13,6,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
BromusInermis,Bromus inermis,Bromus inermis,Bromus.inermis,Species,1163,395,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
BromusJaponicus,Bromus japonicus,Bromus japonicus,Bromus.japonicus,Species,16,5,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
BromusLatiglumis,Bromus latiglumis,Bromus latiglumis,Bromus.latiglumis,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
BromusPorteri,Bromus porteri,Bromus porteri,Bromus.porteri,Species,32,13,FALSE,FALSE,TRUE,FALSE,FALSE,Native
BromusPumpellianus,Bromus pumpellianus,Bromus pumpellianus,Bromus.pumpellianus,Species,56,23,TRUE,FALSE,TRUE,FALSE,FALSE,Native
BromusSquarrosus,Bromus squarrosus,Bromus squarrosus,Bromus.squarrosus,Species,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
BromusTectorum,Bromus tectorum,Bromus tectorum,Bromus.tectorum,Species,103,41,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
BupleurumAmericanum,Bupleurum americanum,Bupleurum americanum,Bupleurum.americanum,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Calamagrostis,Calamagrostis,Calamagrostis,Calamagrostis,Genus,23,10,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CalamagrostisCanadensis,Calamagrostis canadensis,Calamagrostis canadensis,Calamagrostis.canadensis,Species,2548,770,TRUE,TRUE,TRUE,TRUE,TRUE,Native
CalamagrostisMontanensis,Calamagrostis montanensis,Calamagrostis montanensis,Calamagrostis.montanensis,Species,125,39,FALSE,FALSE,TRUE,TRUE,TRUE,Native
CalamagrostisRubescens,Calamagrostis rubescens,Calamagrostis rubescens,Calamagrostis.rubescens,Species,33,11,TRUE,FALSE,FALSE,FALSE,FALSE,Native
